longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,house_value
0.6811740890688256,0.0945802337938364,0.43137254901960786,0.10676156583629894,0.14791246313828962,0.05456991507609518,0.14095394736842107,0.24584488489813938,240600.0
0.6052631578947363,0.13496280552603634,0.6862745098039215,0.05348622643996309,0.052304826943970206,0.02281454076627708,0.055098684210526314,0.31911283982289906,458300.0
0.655870445344128,0.1625929861849098,0.39215686274509803,0.12444971662053513,0.1365823374204563,0.0618571148294515,0.12598684210526317,0.2287416725286548,258700.0
0.7064777327935214,0.06907545164718387,0.6274509803921569,0.05807301963885594,0.06999844792798386,0.031811429692536225,0.071875,0.16427359622625898,208600.0
0.5070850202429149,0.43358129649309207,0.49019607843137253,0.05061289047054172,0.052304826943970206,0.032091706606126855,0.05427631578947368,0.1452324795520062,92200.0
0.1943319838056663,0.553666312433581,0.9999999999999999,0.06018189007512851,0.07869005121837654,0.02343114997617646,0.07467105263157894,0.2961821216259086,355600.0
0.23380566801619374,0.5079702444208292,0.5098039215686274,0.07444312640042178,0.06968803352475555,0.03520278034698282,0.071875,0.3622639687728445,431400.0
0.655870445344128,0.12752391073326308,0.29411764705882354,0.032713852642678266,0.05634021418593823,0.053869222792118615,0.06151315789473684,0.15608750224134843,158900.0
0.7419028340080978,0.12646121147715172,0.25490196078431376,0.09748253591669961,0.11609498680738788,0.032736343507385295,0.11398026315789474,0.09984000220686613,112500.0
0.6234817813765172,0.14027630180658868,0.6862745098039215,0.05301173059180177,0.08443271767810027,0.04641385689060792,0.08552631578947369,0.18079750624129326,153600.0
0.7186234817813766,0.02763018065887346,0.6078431372549019,0.04215104784499802,0.07232655595219618,0.020404159309397686,0.07023026315789474,0.14185321581771287,258300.0
0.7459514170040471,0.16046758767268843,0.09803921568627451,0.06031369447739554,0.04811423250038802,0.02673841755654587,0.04473684210526316,0.46695217996993155,316700.0
0.626518218623481,0.13177470775770495,0.5490196078431372,0.0970607618294451,0.20161415489678722,0.10897166400403599,0.18766447368421055,0.08245403511675702,179700.0
0.6548582995951424,0.12327311370882077,0.29411764705882354,0.03962040332147094,0.05525376377463915,0.02331903921074021,0.05542763157894737,0.2277899615177722,205400.0
0.29959514170040435,0.6418703506907546,0.6862745098039215,0.053169895874522206,0.05696104299239485,0.02452422993917991,0.058223684210526316,0.16181156121984525,93400.0
0.27226720647773206,0.4548352816153032,0.3137254901960784,0.1033082904969026,0.101195095452429,0.05302839205134673,0.10509868421052632,0.31098191749079324,238700.0
0.4817813765182173,0.1965993623804465,0.6666666666666666,0.01634374588111243,0.026074809871178023,0.007707615123742257,0.022532894736842102,0.22047971752113765,335000.0
0.4574898785425088,0.44739638682252947,0.6274509803921569,0.017398181099248716,0.028092503492162038,0.016928725580873903,0.02944078947368421,0.06158535744334562,55600.0
0.6892712550607278,0.16684378320935167,0.29411764705882354,0.05567417951759589,0.057737079000465624,0.04092042938423162,0.06529605263157895,0.2361484669176977,131500.0
0.6589068825910918,0.16896918172157305,0.49019607843137253,0.09940688018979833,0.1074033835169952,0.05885815185403178,0.11282894736842104,0.2892235969159046,198000.0
0.22165991902834037,0.5557917109458028,0.8627450980392156,0.06120996441281139,0.06130684463759119,0.02704672216149556,0.06282894736842105,0.21199707590240136,176000.0
0.7338056680161937,0.03825717321997901,0.29411764705882354,0.07887175431659417,0.06875679031507062,0.029260909778861515,0.07154605263157894,0.3206231638184301,184300.0
0.6072874493927127,0.16578108395324165,0.3333333333333333,0.10826413602214315,0.20161415489678722,0.05885815185403178,0.18322368421052632,0.12586722941752532,250000.0
0.25506072874493846,0.5143464399574924,0.27450980392156865,0.11672597864768683,0.15365512959801333,0.09179068920093052,0.16710526315789476,0.27954097184866417,209900.0
0.33906882591093,0.5015940488841655,0.8627450980392156,0.04607881903255569,0.057271457395623164,0.023655371507048963,0.05789473684210526,0.08319195597302106,77400.0
0.6204453441295534,0.13708820403825728,0.8039215686274509,0.03606168446026097,0.04609653887940401,0.028448106729448697,0.05361842105263158,0.27223762430863024,160200.0
0.7226720647773277,0.1360255047821468,0.0196078431372549,0.11061025438249637,0.12463138289616639,0.05437372123658174,0.11036184210526316,0.23484503662018452,122100.0
0.6568825910931171,0.13283740701381497,0.6470588235294117,0.04958481613285884,0.0630141238553469,0.03430589422349281,0.0694078947368421,0.2339967724583109,187500.0
0.5880566801619427,0.18490967056323093,0.1764705882352941,0.20200342691445894,0.15474158000931243,0.09848930743574652,0.16381578947368422,0.7158935738817396,500001.0
0.5070850202429149,0.1965993623804465,0.5098039215686274,0.017582707262422562,0.02002172900822598,0.008716612012668518,0.017105263157894735,0.1355843367677687,231300.0
0.20344129554655765,0.5324123273113708,0.47058823529411764,0.11778041386582312,0.08008691603290394,0.04215364780403038,0.0825657894736842,0.8890498062095695,500001.0
0.28238866396761075,0.7428267800212538,0.21568627450980393,0.045630684064847764,0.06503181747633091,0.052075450545138596,0.06792763157894736,0.07428863050164826,65200.0
0.6771255060728745,0.1700318809776835,0.19607843137254904,0.0955845525240543,0.07248176315381034,0.04162112166820819,0.07582236842105262,0.45409718486641565,325000.0
